Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RFB","Fertilizers by Product","170","Colombia","5157","Agricultural Use","4001","Urea","2019","2019","tonnes","228858","A","Official figure"
"RFB","Fertilizers by Product","170","Colombia","5157","Agricultural Use","4001","Urea","2020","2020","tonnes","238245.5","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4007","Ammonia, anhydrous","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4007","Ammonia, anhydrous","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4007","Ammonia, anhydrous","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4002","Ammonium sulphate","2018","2018","tonnes","13888.05","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4002","Ammonium sulphate","2019","2019","tonnes","27830.11","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4002","Ammonium sulphate","2020","2020","tonnes","14244.32","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2019","2019","tonnes","360","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2020","2020","tonnes","644","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2018","2018","tonnes","15761.48","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2019","2019","tonnes","48047","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2020","2020","tonnes","35915.92","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4030","Fertilizers n.e.c.","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4030","Fertilizers n.e.c.","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4030","Fertilizers n.e.c.","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2018","2018","tonnes","100","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2019","2019","tonnes","151","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2020","2020","tonnes","274","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","tonnes","49301.55","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","tonnes","37840.18","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4021","NPK fertilizers","2020","2020","tonnes","4656.03","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2018","2018","tonnes","288.11","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2019","2019","tonnes","1963.7","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2020","2020","tonnes","2665.13","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4026","Other NK compounds","2018","2018","tonnes","100.2","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4026","Other NK compounds","2019","2019","tonnes","75","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4026","Other NK compounds","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4024","Other NP compounds","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4024","Other NP compounds","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4024","Other NP compounds","2020","2020","tonnes","13.61","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2020","2020","tonnes","0.04","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2020","2020","tonnes","0.04","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4011","Phosphate rock","2018","2018","tonnes","7248.09","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4011","Phosphate rock","2019","2019","tonnes","19399.98","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4011","Phosphate rock","2020","2020","tonnes","5138.66","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4027","PK compounds","2018","2018","tonnes","10486.45","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4027","PK compounds","2019","2019","tonnes","46.83","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4027","PK compounds","2020","2020","tonnes","6786.61","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","62671.48","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","86538.75","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2020","2020","tonnes","106892.89","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4025","Potassium nitrate","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4025","Potassium nitrate","2019","2019","tonnes","50","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4025","Potassium nitrate","2020","2020","tonnes","66.8","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2018","2018","tonnes","1091.5","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2019","2019","tonnes","868.96","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2020","2020","tonnes","1117.22","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4005","Sodium nitrate","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4005","Sodium nitrate","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4005","Sodium nitrate","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4012","Superphosphates above 35%","2018","2018","tonnes","16505.32","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4012","Superphosphates above 35%","2019","2019","tonnes","65397.43","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4012","Superphosphates above 35%","2020","2020","tonnes","64734.18","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4013","Superphosphates, other","2018","2018","tonnes","31","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4013","Superphosphates, other","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4013","Superphosphates, other","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4001","Urea","2018","2018","tonnes","39697.92","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4001","Urea","2019","2019","tonnes","89615.11","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4001","Urea","2020","2020","tonnes","69569.38","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","384","Côte d'Ivoire","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2018","2018","tonnes","1044","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2019","2019","tonnes","366","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2020","2020","tonnes","130","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4002","Ammonium sulphate","2018","2018","tonnes","153","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4002","Ammonium sulphate","2019","2019","tonnes","811","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4002","Ammonium sulphate","2020","2020","tonnes","788","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2018","2018","tonnes","126449","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2019","2019","tonnes","124713","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2020","2020","tonnes","125130","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2018","2018","tonnes","5969","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2019","2019","tonnes","3750","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2020","2020","tonnes","5628","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","tonnes","164081","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","tonnes","155195","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4021","NPK fertilizers","2020","2020","tonnes","160845","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4026","Other NK compounds","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4026","Other NK compounds","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4026","Other NK compounds","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4024","Other NP compounds","2018","2018","tonnes","583","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4024","Other NP compounds","2019","2019","tonnes","511","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4024","Other NP compounds","2020","2020","tonnes","324","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4027","PK compounds","2018","2018","tonnes","28697","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4027","PK compounds","2019","2019","tonnes","32930","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4027","PK compounds","2020","2020","tonnes","29667","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","8058","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","9643","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2020","2020","tonnes","10278","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4025","Potassium nitrate","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4025","Potassium nitrate","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4025","Potassium nitrate","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4012","Superphosphates above 35%","2018","2018","tonnes","1053","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4012","Superphosphates above 35%","2019","2019","tonnes","2447","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4012","Superphosphates above 35%","2020","2020","tonnes","1780","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4001","Urea","2018","2018","tonnes","90843","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4001","Urea","2019","2019","tonnes","89439","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4001","Urea","2020","2020","tonnes","91796","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2018","2018","tonnes","1414","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2019","2019","tonnes","1503","A","Official figure"
"RFB","Fertilizers by Product","191","Croatia","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2020","2020","tonnes","1199","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4007","Ammonia, anhydrous","2018","2018","tonnes","5","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4007","Ammonia, anhydrous","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4007","Ammonia, anhydrous","2020","2020","tonnes","16","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2018","2018","tonnes","2580","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2019","2019","tonnes","2050.63","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2020","2020","tonnes","3016","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4002","Ammonium sulphate","2018","2018","tonnes","476","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4002","Ammonium sulphate","2019","2019","tonnes","652.92","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4002","Ammonium sulphate","2020","2020","tonnes","367","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2018","2018","tonnes","265","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2020","2020","tonnes","150","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2019","2019","tonnes","25","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2020","2020","tonnes","25","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4030","Fertilizers n.e.c.","2018","2018","tonnes","1422","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4030","Fertilizers n.e.c.","2019","2019","tonnes","1349.57","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4030","Fertilizers n.e.c.","2020","2020","tonnes","1193","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2018","2018","tonnes","58","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2019","2019","tonnes","28.4","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2020","2020","tonnes","48","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","tonnes","20637","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","tonnes","29669.12","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4021","NPK fertilizers","2020","2020","tonnes","21723","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2018","2018","tonnes","238","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2019","2019","tonnes","317.99","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2020","2020","tonnes","320","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4026","Other NK compounds","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4024","Other NP compounds","2018","2018","tonnes","10112","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4024","Other NP compounds","2019","2019","tonnes","3735.92","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4024","Other NP compounds","2020","2020","tonnes","8419","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2019","2019","tonnes","37","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2020","2020","tonnes","49","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2019","2019","tonnes","18","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4011","Phosphate rock","2018","2018","tonnes","116","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4011","Phosphate rock","2019","2019","tonnes","0.01","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4011","Phosphate rock","2020","2020","tonnes","20","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4027","PK compounds","2018","2018","tonnes","45","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4027","PK compounds","2019","2019","tonnes","62.37","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4027","PK compounds","2020","2020","tonnes","39","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","2","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","0.06","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2020","2020","tonnes","1.5","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4025","Potassium nitrate","2018","2018","tonnes","600","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4025","Potassium nitrate","2019","2019","tonnes","320.95","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4025","Potassium nitrate","2020","2020","tonnes","386","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2018","2018","tonnes","109","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2019","2019","tonnes","80.28","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2020","2020","tonnes","204","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4005","Sodium nitrate","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4005","Sodium nitrate","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4005","Sodium nitrate","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4012","Superphosphates above 35%","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4012","Superphosphates above 35%","2019","2019","tonnes","68.34","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4012","Superphosphates above 35%","2020","2020","tonnes","91","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4013","Superphosphates, other","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4013","Superphosphates, other","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4013","Superphosphates, other","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4001","Urea","2018","2018","tonnes","3229","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4001","Urea","2019","2019","tonnes","4422.6","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4001","Urea","2020","2020","tonnes","4059","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2018","2018","tonnes","4","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2019","2019","tonnes","0.06","A","Official figure"
"RFB","Fertilizers by Product","196","Cyprus","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2020","2020","tonnes","0.3","A","Official figure"
"RFB","Fertilizers by Product","203","Czechia","5157","Agricultural Use","4007","Ammonia, anhydrous","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","203","Czechia","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2018","2018","tonnes","14582","A","Official figure"
"RFB","Fertilizers by Product","203","Czechia","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2019","2019","tonnes","17762","A","Official figure"
"RFB","Fertilizers by Product","203","Czechia","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2020","2020","tonnes","13114.63","A","Official figure"
"RFB","Fertilizers by Product","203","Czechia","5157","Agricultural Use","4002","Ammonium sulphate","2018","2018","tonnes","33834","A","Official figure"
"RFB","Fertilizers by Product","203","Czechia","5157","Agricultural Use","4002","Ammonium sulphate","2019","2019","tonnes","34975","A","Official figure"
"RFB","Fertilizers by Product","203","Czechia","5157","Agricultural Use","4002","Ammonium sulphate","2020","2020","tonnes","7521.74","A","Official figure"
